slug,startAt,discoveredAt,discovery_lead_seconds,outcome,yesTouched,noTouched,yesFirstTouchAt,noFirstTouchAt,pnl_per_share,yes_actual_ask,no_actual_ask,actual_touch_pnl_per_share,beijing_day,beijing_hour,time_block
btc-updown-5m-1786521000,2026-08-12 07:50:00+00:00,2026-08-12 07:43:27.750000+00:00,392.25,none,False,False,,,0.0,,,0.0,2026-08-12,15,12-16
btc-updown-5m-1786521300,2026-08-12 07:55:00+00:00,2026-08-12 07:46:08.374000+00:00,531.626,single,False,True,,2026-08-12T07:55:56.158Z,-0.29,,0.21,-0.21,2026-08-12,15,12-16
btc-updown-5m-1786521600,2026-08-12 08:00:00+00:00,2026-08-12 07:50:18.030000+00:00,581.97,single,False,True,,2026-08-12T08:04:20.498Z,-0.29,,0.2,-0.2,2026-08-12,15,12-16
btc-updown-5m-1786521900,2026-08-12 08:05:00+00:00,2026-08-12 07:55:14.623000+00:00,585.377,paired,True,True,2026-08-12T08:09:35.344Z,2026-08-12T08:08:35.006Z,0.42,0.29,0.15,0.5599999999999999,2026-08-12,16,16-20
btc-updown-5m-1786522200,2026-08-12 08:10:00+00:00,2026-08-12 08:04:14.953000+00:00,345.047,single,True,False,2026-08-12T08:13:14.924Z,,-0.29,0.29,,-0.29,2026-08-12,16,16-20
btc-updown-5m-1786522500,2026-08-12 08:15:00+00:00,2026-08-12 08:05:32.246000+00:00,567.754,single,False,True,,2026-08-12T08:15:50.572Z,-0.29,,0.29,-0.29,2026-08-12,16,16-20
btc-updown-5m-1786522800,2026-08-12 08:20:00+00:00,2026-08-12 08:15:13.317000+00:00,286.683,none,False,False,,,0.0,,,0.0,2026-08-12,16,16-20
btc-updown-5m-1786523100,2026-08-12 08:25:00+00:00,2026-08-12 08:15:34.819000+00:00,565.181,single,True,False,2026-08-12T08:29:36.124Z,,-0.29,0.29,,-0.29,2026-08-12,16,16-20
btc-updown-5m-1786523400,2026-08-12 08:30:00+00:00,2026-08-12 08:25:30.013000+00:00,269.987,single,True,False,2026-08-12T08:32:08.267Z,,-0.29,0.27,,-0.27,2026-08-12,16,16-20
btc-updown-5m-1786523700,2026-08-12 08:35:00+00:00,2026-08-12 08:25:30.026000+00:00,569.974,single,False,True,,2026-08-12T08:38:49.774Z,-0.29,,0.25,-0.25,2026-08-12,16,16-20
btc-updown-5m-1786524000,2026-08-12 08:40:00+00:00,2026-08-12 08:35:06.118000+00:00,293.882,single,True,False,2026-08-12T08:41:27.644Z,,-0.29,0.18,,-0.18,2026-08-12,16,16-20
btc-updown-5m-1786524300,2026-08-12 08:45:00+00:00,2026-08-12 08:35:18.509000+00:00,581.491,single,False,True,,2026-08-12T08:48:13.700Z,-0.29,,0.02,-0.02,2026-08-12,16,16-20
btc-updown-5m-1786524600,2026-08-12 08:50:00+00:00,2026-08-12 08:41:18.060000+00:00,521.94,single,True,False,2026-08-12T08:53:44.111Z,,-0.29,0.29,,-0.29,2026-08-12,16,16-20
btc-updown-5m-1786524900,2026-08-12 08:55:00+00:00,2026-08-12 08:48:09.429000+00:00,410.571,single,False,True,,2026-08-12T08:58:28.780Z,-0.29,,0.23,-0.23,2026-08-12,16,16-20
btc-updown-5m-1786525200,2026-08-12 09:00:00+00:00,2026-08-12 08:53:33.133000+00:00,386.867,none,False,False,,,0.0,,,0.0,2026-08-12,16,16-20
btc-updown-5m-1786525500,2026-08-12 09:05:00+00:00,2026-08-12 08:55:13.925000+00:00,586.075,single,False,True,,2026-08-12T09:07:12.381Z,-0.29,,0.2,-0.2,2026-08-12,17,16-20
btc-updown-5m-1786525800,2026-08-12 09:10:00+00:00,2026-08-12 09:03:08.691000+00:00,411.309,none,False,False,,,0.0,,,0.0,2026-08-12,17,16-20
btc-updown-5m-1786526100,2026-08-12 09:15:00+00:00,2026-08-12 09:07:03.887000+00:00,476.113,single,False,True,,2026-08-12T09:17:34.882Z,-0.29,,0.19,-0.19,2026-08-12,17,16-20
btc-updown-5m-1786526400,2026-08-12 09:20:00+00:00,2026-08-12 09:12:08.484000+00:00,471.516,single,False,True,,2026-08-12T09:22:36.915Z,-0.29,,0.29,-0.29,2026-08-12,17,16-20
btc-updown-5m-1786526700,2026-08-12 09:25:00+00:00,2026-08-12 09:15:28.580000+00:00,571.42,paired,True,True,2026-08-12T09:27:54.191Z,2026-08-12T09:29:45.503Z,0.42,0.28,0.29,0.43,2026-08-12,17,16-20
btc-updown-5m-1786527000,2026-08-12 09:30:00+00:00,2026-08-12 09:25:38.654000+00:00,261.346,single,False,True,,2026-08-12T09:31:08.038Z,-0.29,,0.29,-0.29,2026-08-12,17,16-20
btc-updown-5m-1786527300,2026-08-12 09:35:00+00:00,2026-08-12 09:25:38.705000+00:00,561.295,single,False,True,,2026-08-12T09:36:57.237Z,-0.29,,0.22,-0.22,2026-08-12,17,16-20
btc-updown-5m-1786527600,2026-08-12 09:40:00+00:00,2026-08-12 09:34:16.823000+00:00,343.177,single,True,False,2026-08-12T09:44:05.227Z,,-0.29,0.29,,-0.29,2026-08-12,17,16-20
btc-updown-5m-1786527900,2026-08-12 09:45:00+00:00,2026-08-12 09:35:28.339000+00:00,571.661,single,False,True,,2026-08-12T09:48:35.384Z,-0.29,,0.19,-0.19,2026-08-12,17,16-20
btc-updown-5m-1786528200,2026-08-12 09:50:00+00:00,2026-08-12 09:42:19.505000+00:00,460.495,none,False,False,,,0.0,,,0.0,2026-08-12,17,16-20
btc-updown-5m-1786528500,2026-08-12 09:55:00+00:00,2026-08-12 09:45:41.216000+00:00,558.784,single,False,True,,2026-08-12T09:56:48.524Z,-0.29,,0.19,-0.19,2026-08-12,17,16-20
btc-updown-5m-1786528800,2026-08-12 10:00:00+00:00,2026-08-12 09:55:05.307000+00:00,294.693,single,False,True,,2026-08-12T10:03:44.726Z,-0.29,,0.01,-0.01,2026-08-12,17,16-20
btc-updown-5m-1786529100,2026-08-12 10:05:00+00:00,2026-08-12 09:56:43.252000+00:00,496.748,single,True,False,2026-08-12T10:07:06.567Z,,-0.29,0.29,,-0.29,2026-08-12,18,16-20
btc-updown-5m-1786529400,2026-08-12 10:10:00+00:00,2026-08-12 10:03:39.444000+00:00,380.556,none,False,False,,,0.0,,,0.0,2026-08-12,18,16-20
btc-updown-5m-1786529700,2026-08-12 10:15:00+00:00,2026-08-12 10:05:22.787000+00:00,577.213,single,True,False,2026-08-12T10:16:26.175Z,,-0.29,0.24,,-0.24,2026-08-12,18,16-20
btc-updown-5m-1786530000,2026-08-12 10:20:00+00:00,2026-08-12 10:15:19.368000+00:00,280.632,single,False,True,,2026-08-12T10:23:08.792Z,-0.29,,0.29,-0.29,2026-08-12,18,16-20
btc-updown-5m-1786530300,2026-08-12 10:25:00+00:00,2026-08-12 10:15:19.398000+00:00,580.602,single,True,False,2026-08-12T10:29:58.253Z,,-0.29,0.29,,-0.29,2026-08-12,18,16-20
btc-updown-5m-1786530600,2026-08-12 10:30:00+00:00,2026-08-12 10:22:29.864000+00:00,450.136,single,False,True,,2026-08-12T10:30:37.196Z,-0.29,,0.26,-0.26,2026-08-12,18,16-20
btc-updown-5m-1786530900,2026-08-12 10:35:00+00:00,2026-08-12 10:25:18.091000+00:00,581.909,none,False,False,,,0.0,,,0.0,2026-08-12,18,16-20
btc-updown-5m-1786531200,2026-08-12 10:40:00+00:00,2026-08-12 10:30:27.184000+00:00,572.816,single,False,True,,2026-08-12T10:41:21.502Z,-0.29,,0.07,-0.07,2026-08-12,18,16-20
btc-updown-5m-1786531500,2026-08-12 10:45:00+00:00,2026-08-12 10:40:10.304000+00:00,289.696,paired,True,True,2026-08-12T10:46:49.102Z,2026-08-12T10:49:08.294Z,0.42,0.22,0.29,0.49000000000000005,2026-08-12,18,16-20
btc-updown-5m-1786531800,2026-08-12 10:50:00+00:00,2026-08-12 10:40:25.971000+00:00,574.029,single,False,True,,2026-08-12T10:50:32.897Z,-0.29,,0.21,-0.21,2026-08-12,18,16-20
btc-updown-5m-1786532100,2026-08-12 10:55:00+00:00,2026-08-12 10:45:29.972000+00:00,570.028,single,True,False,2026-08-12T10:59:02.559Z,,-0.29,0.04,,-0.04,2026-08-12,18,16-20
btc-updown-5m-1786532400,2026-08-12 11:00:00+00:00,2026-08-12 10:51:23.389000+00:00,516.611,single,False,True,,2026-08-12T11:00:19.094Z,-0.29,,0.15,-0.15,2026-08-12,18,16-20
btc-updown-5m-1786532700,2026-08-12 11:05:00+00:00,2026-08-12 10:58:57.207000+00:00,362.793,single,True,False,2026-08-12T11:06:37.712Z,,-0.29,0.22,,-0.22,2026-08-12,19,16-20
btc-updown-5m-1786533000,2026-08-12 11:10:00+00:00,2026-08-12 11:01:08.497000+00:00,531.503,single,False,True,,2026-08-12T11:12:35.800Z,-0.29,,0.18,-0.18,2026-08-12,19,16-20
btc-updown-5m-1786533300,2026-08-12 11:15:00+00:00,2026-08-12 11:05:25.598000+00:00,574.402,none,False,False,,,0.0,,,0.0,2026-08-12,19,16-20
btc-updown-5m-1786533600,2026-08-12 11:20:00+00:00,2026-08-12 11:10:23.712000+00:00,576.288,single,False,True,,2026-08-12T11:23:08.462Z,-0.29,,0.29,-0.29,2026-08-12,19,16-20
btc-updown-5m-1786533900,2026-08-12 11:25:00+00:00,2026-08-12 11:20:02.780000+00:00,297.22,single,True,False,2026-08-12T11:29:45.376Z,,-0.29,0.29,,-0.29,2026-08-12,19,16-20
btc-updown-5m-1786534200,2026-08-12 11:30:00+00:00,2026-08-12 11:20:16.738000+00:00,583.262,paired,True,True,2026-08-12T11:34:47.699Z,2026-08-12T11:32:30.461Z,0.42,0.28,0.19,0.53,2026-08-12,19,16-20
btc-updown-5m-1786534500,2026-08-12 11:35:00+00:00,2026-08-12 11:30:20.623000+00:00,279.377,single,True,False,2026-08-12T11:38:55.613Z,,-0.29,0.29,,-0.29,2026-08-12,19,16-20
btc-updown-5m-1786534800,2026-08-12 11:40:00+00:00,2026-08-12 11:30:30.467000+00:00,569.533,single,True,False,2026-08-12T11:43:47.403Z,,-0.29,0.29,,-0.29,2026-08-12,19,16-20
btc-updown-5m-1786535100,2026-08-12 11:45:00+00:00,2026-08-12 11:36:29.462000+00:00,510.538,single,False,True,,2026-08-12T11:47:50.980Z,-0.29,,0.15,-0.15,2026-08-12,19,16-20
btc-updown-5m-1786535400,2026-08-12 11:50:00+00:00,2026-08-12 11:40:23.728000+00:00,576.272,single,False,True,,2026-08-12T11:51:22.009Z,-0.29,,0.29,-0.29,2026-08-12,19,16-20
btc-updown-5m-1786535700,2026-08-12 11:55:00+00:00,2026-08-12 11:46:57.357000+00:00,482.643,none,False,False,,,0.0,,,0.0,2026-08-12,19,16-20
btc-updown-5m-1786536000,2026-08-12 12:00:00+00:00,2026-08-12 11:52:26.572000+00:00,453.428,paired,True,True,2026-08-12T12:04:31.782Z,2026-08-12T12:00:10.546Z,0.42,0.29,0.29,0.42,2026-08-12,19,16-20
btc-updown-5m-1786536300,2026-08-12 12:05:00+00:00,2026-08-12 11:59:59.241000+00:00,300.759,paired,True,True,2026-08-12T12:07:43.322Z,2026-08-12T12:08:24.701Z,0.42,0.27,0.27,0.45999999999999996,2026-08-12,20,20-24
btc-updown-5m-1786536600,2026-08-12 12:10:00+00:00,2026-08-12 12:02:49.481000+00:00,430.519,single,True,False,2026-08-12T12:13:01.403Z,,-0.29,0.29,,-0.29,2026-08-12,20,20-24
btc-updown-5m-1786536900,2026-08-12 12:15:00+00:00,2026-08-12 12:06:31.806000+00:00,508.194,single,False,True,,2026-08-12T12:18:37.602Z,-0.29,,0.03,-0.03,2026-08-12,20,20-24
btc-updown-5m-1786537200,2026-08-12 12:20:00+00:00,2026-08-12 12:14:28.488000+00:00,331.512,single,False,True,,2026-08-12T12:23:12.517Z,-0.29,,0.29,-0.29,2026-08-12,20,20-24
btc-updown-5m-1786537500,2026-08-12 12:25:00+00:00,2026-08-12 12:18:28.807000+00:00,391.193,single,False,True,,2026-08-12T12:27:48.191Z,-0.29,,0.1,-0.1,2026-08-12,20,20-24
btc-updown-5m-1786537800,2026-08-12 12:30:00+00:00,2026-08-12 12:25:06.078000+00:00,293.922,single,False,True,,2026-08-12T12:33:49.237Z,-0.29,,0.29,-0.29,2026-08-12,20,20-24
btc-updown-5m-1786538100,2026-08-12 12:35:00+00:00,2026-08-12 12:25:41.833000+00:00,558.167,single,True,False,2026-08-12T12:36:00.358Z,,-0.29,0.08,,-0.08,2026-08-12,20,20-24
btc-updown-5m-1786538400,2026-08-12 12:40:00+00:00,2026-08-12 12:35:18.063000+00:00,281.937,none,False,False,,,0.0,,,0.0,2026-08-12,20,20-24
btc-updown-5m-1786538700,2026-08-12 12:45:00+00:00,2026-08-12 12:35:18.244000+00:00,581.756,single,True,False,2026-08-12T12:46:13.851Z,,-0.29,0.24,,-0.24,2026-08-12,20,20-24
btc-updown-5m-1786539000,2026-08-12 12:50:00+00:00,2026-08-12 12:45:19.454000+00:00,280.546,single,False,True,,2026-08-12T12:53:40.713Z,-0.29,,0.01,-0.01,2026-08-12,20,20-24
btc-updown-5m-1786539300,2026-08-12 12:55:00+00:00,2026-08-12 12:45:19.855000+00:00,580.145,single,True,False,2026-08-12T12:58:24.283Z,,-0.29,0.11,,-0.11,2026-08-12,20,20-24
btc-updown-5m-1786539600,2026-08-12 13:00:00+00:00,2026-08-12 12:52:45.076000+00:00,434.924,paired,True,True,2026-08-12T13:02:47.108Z,2026-08-12T13:00:23.026Z,0.42,0.09,0.24,0.67,2026-08-12,20,20-24
btc-updown-5m-1786539900,2026-08-12 13:05:00+00:00,2026-08-12 12:58:18.282000+00:00,401.718,none,False,False,,,0.0,,,0.0,2026-08-12,21,20-24
btc-updown-5m-1786540200,2026-08-12 13:10:00+00:00,2026-08-12 13:00:22.731000+00:00,577.269,paired,True,True,2026-08-12T13:11:46.602Z,2026-08-12T13:10:48.249Z,0.42,0.29,0.29,0.42,2026-08-12,21,20-24
btc-updown-5m-1786540500,2026-08-12 13:15:00+00:00,2026-08-12 13:10:13.313000+00:00,286.687,single,False,True,,2026-08-12T13:18:13.751Z,-0.29,,0.29,-0.29,2026-08-12,21,20-24
btc-updown-5m-1786540800,2026-08-12 13:20:00+00:00,2026-08-12 13:10:13.361000+00:00,586.639,single,True,False,2026-08-12T13:23:25.331Z,,-0.29,0.28,,-0.28,2026-08-12,21,20-24
btc-updown-5m-1786541100,2026-08-12 13:25:00+00:00,2026-08-12 13:20:23.579000+00:00,276.421,single,True,False,2026-08-12T13:26:51.854Z,,-0.29,0.29,,-0.29,2026-08-12,21,20-24
btc-updown-5m-1786541400,2026-08-12 13:30:00+00:00,2026-08-12 13:20:23.639000+00:00,576.361,single,True,False,2026-08-12T13:34:58.131Z,,-0.29,0.21,,-0.21,2026-08-12,21,20-24
btc-updown-5m-1786541700,2026-08-12 13:35:00+00:00,2026-08-12 13:29:29.495000+00:00,330.505,paired,True,True,2026-08-12T13:39:43.029Z,2026-08-12T13:37:00.765Z,0.42,0.15,0.19,0.6599999999999999,2026-08-12,21,20-24
btc-updown-5m-1786542000,2026-08-12 13:40:00+00:00,2026-08-12 13:34:09.744000+00:00,350.256,paired,True,True,2026-08-12T13:41:07.370Z,2026-08-12T13:42:28.961Z,0.42,0.28,0.22,0.5,2026-08-12,21,20-24
btc-updown-5m-1786542300,2026-08-12 13:45:00+00:00,2026-08-12 13:35:50.862000+00:00,549.138,none,False,False,,,0.0,,,0.0,2026-08-12,21,20-24
btc-updown-5m-1786542600,2026-08-12 13:50:00+00:00,2026-08-12 13:41:06.911000+00:00,533.089,single,True,False,2026-08-12T13:52:25.925Z,,-0.29,0.05,,-0.05,2026-08-12,21,20-24
btc-updown-5m-1786542900,2026-08-12 13:55:00+00:00,2026-08-12 13:50:06.968000+00:00,293.032,none,False,False,,,0.0,,,0.0,2026-08-12,21,20-24
btc-updown-5m-1786543200,2026-08-12 14:00:00+00:00,2026-08-12 13:52:15.162000+00:00,464.838,single,True,False,2026-08-12T14:01:46.930Z,,-0.29,0.15,,-0.15,2026-08-12,21,20-24
btc-updown-5m-1786543500,2026-08-12 14:05:00+00:00,2026-08-12 13:59:27.020000+00:00,332.98,none,False,False,,,0.0,,,0.0,2026-08-12,22,20-24
btc-updown-5m-1786543800,2026-08-12 14:10:00+00:00,2026-08-12 14:00:32.933000+00:00,567.067,single,False,True,,2026-08-12T14:11:26.818Z,-0.29,,0.05,-0.05,2026-08-12,22,20-24
btc-updown-5m-1786544100,2026-08-12 14:15:00+00:00,2026-08-12 14:07:56.232000+00:00,423.768,none,False,False,,,0.0,,,0.0,2026-08-12,22,20-24
btc-updown-5m-1786544400,2026-08-12 14:20:00+00:00,2026-08-12 14:10:22.955000+00:00,577.045,single,True,False,2026-08-12T14:22:33.771Z,,-0.29,0.29,,-0.29,2026-08-12,22,20-24
btc-updown-5m-1786544700,2026-08-12 14:25:00+00:00,2026-08-12 14:20:08.678000+00:00,291.322,single,True,False,2026-08-12T14:29:59.343Z,,-0.29,0.01,,-0.01,2026-08-12,22,20-24
btc-updown-5m-1786545000,2026-08-12 14:30:00+00:00,2026-08-12 14:22:56.312000+00:00,423.688,single,True,False,2026-08-12T14:33:27.187Z,,-0.29,0.29,,-0.29,2026-08-12,22,20-24
btc-updown-5m-1786545300,2026-08-12 14:35:00+00:00,2026-08-12 14:29:40.024000+00:00,319.976,none,False,False,,,0.0,,,0.0,2026-08-12,22,20-24
btc-updown-5m-1786545600,2026-08-12 14:40:00+00:00,2026-08-12 14:31:56.489000+00:00,483.511,single,False,True,,2026-08-12T14:44:32.472Z,-0.29,,0.06,-0.06,2026-08-12,22,20-24
btc-updown-5m-1786545900,2026-08-12 14:45:00+00:00,2026-08-12 14:40:33.677000+00:00,266.323,single,True,False,2026-08-12T14:48:15.060Z,,-0.29,0.21,,-0.21,2026-08-12,22,20-24
btc-updown-5m-1786546200,2026-08-12 14:50:00+00:00,2026-08-12 14:40:33.899000+00:00,566.101,none,False,False,,,0.0,,,0.0,2026-08-12,22,20-24
btc-updown-5m-1786546500,2026-08-12 14:55:00+00:00,2026-08-12 14:48:09.365000+00:00,410.635,single,True,False,2026-08-12T14:56:59.959Z,,-0.29,0.13,,-0.13,2026-08-12,22,20-24
btc-updown-5m-1786546800,2026-08-12 15:00:00+00:00,2026-08-12 14:54:29.814000+00:00,330.186,single,False,True,,2026-08-12T15:03:09.371Z,-0.29,,0.09,-0.09,2026-08-12,22,20-24
btc-updown-5m-1786547100,2026-08-12 15:05:00+00:00,2026-08-12 14:55:13.754000+00:00,586.246,single,True,False,2026-08-12T15:09:53.320Z,,-0.29,0.07,,-0.07,2026-08-12,23,20-24
btc-updown-5m-1786547400,2026-08-12 15:10:00+00:00,2026-08-12 15:01:35.559000+00:00,504.441,none,False,False,,,0.0,,,0.0,2026-08-12,23,20-24
btc-updown-5m-1786547700,2026-08-12 15:15:00+00:00,2026-08-12 15:09:44.699000+00:00,315.301,single,False,True,,2026-08-12T15:18:38.566Z,-0.29,,0.12,-0.12,2026-08-12,23,20-24
btc-updown-5m-1786548000,2026-08-12 15:20:00+00:00,2026-08-12 15:15:13.925000+00:00,286.075,none,False,False,,,0.0,,,0.0,2026-08-12,23,20-24
btc-updown-5m-1786548300,2026-08-12 15:25:00+00:00,2026-08-12 15:15:18.316000+00:00,581.684,paired,True,True,2026-08-12T15:27:41.057Z,2026-08-12T15:29:50.926Z,0.42,0.14,0.02,0.84,2026-08-12,23,20-24
btc-updown-5m-1786548600,2026-08-12 15:30:00+00:00,2026-08-12 15:25:09.801000+00:00,290.199,paired,True,True,2026-08-12T15:34:57.075Z,2026-08-12T15:32:18.879Z,0.42,0.01,0.29,0.7,2026-08-12,23,20-24
btc-updown-5m-1786548900,2026-08-12 15:35:00+00:00,2026-08-12 15:25:09.910000+00:00,590.09,single,False,True,,2026-08-12T15:37:43.816Z,-0.29,,0.29,-0.29,2026-08-12,23,20-24
btc-updown-5m-1786549200,2026-08-12 15:40:00+00:00,2026-08-12 15:34:17.442000+00:00,342.558,single,False,True,,2026-08-12T15:42:49.072Z,-0.29,,0.08,-0.08,2026-08-12,23,20-24
btc-updown-5m-1786549500,2026-08-12 15:45:00+00:00,2026-08-12 15:38:56.345000+00:00,363.655,single,True,False,2026-08-12T15:49:53.482Z,,-0.29,0.01,,-0.01,2026-08-12,23,20-24
btc-updown-5m-1786549800,2026-08-12 15:50:00+00:00,2026-08-12 15:42:44.762000+00:00,435.238,single,False,True,,2026-08-12T15:53:26.867Z,-0.29,,0.19,-0.19,2026-08-12,23,20-24
btc-updown-5m-1786550100,2026-08-12 15:55:00+00:00,2026-08-12 15:49:04.316000+00:00,355.684,single,True,False,2026-08-12T15:59:11.447Z,,-0.29,0.01,,-0.01,2026-08-12,23,20-24
btc-updown-5m-1786550400,2026-08-12 16:00:00+00:00,2026-08-12 15:53:16.994000+00:00,403.006,single,False,True,,2026-08-12T16:04:16.769Z,-0.29,,0.28,-0.28,2026-08-12,23,20-24
btc-updown-5m-1786550700,2026-08-12 16:05:00+00:00,2026-08-12 15:57:37.113000+00:00,442.887,single,True,False,2026-08-12T16:08:15.526Z,,-0.29,0.29,,-0.29,2026-08-13,0,00-04
btc-updown-5m-1786551000,2026-08-12 16:10:00+00:00,2026-08-12 16:04:01.257000+00:00,358.743,single,False,True,,2026-08-12T16:13:50.016Z,-0.29,,0.05,-0.05,2026-08-13,0,00-04
btc-updown-5m-1786551300,2026-08-12 16:15:00+00:00,2026-08-12 16:05:22.761000+00:00,577.239,none,False,False,,,0.0,,,0.0,2026-08-13,0,00-04
btc-updown-5m-1786551600,2026-08-12 16:20:00+00:00,2026-08-12 16:13:02.394000+00:00,417.606,paired,True,True,2026-08-12T16:23:05.683Z,2026-08-12T16:24:51.500Z,0.42,0.2,0.27,0.53,2026-08-13,0,00-04
btc-updown-5m-1786551900,2026-08-12 16:25:00+00:00,2026-08-12 16:20:05.464000+00:00,294.536,single,False,True,,2026-08-12T16:29:09.343Z,-0.29,,0.06,-0.06,2026-08-13,0,00-04
btc-updown-5m-1786552200,2026-08-12 16:30:00+00:00,2026-08-12 16:20:13.574000+00:00,586.426,single,True,False,2026-08-12T16:34:36.640Z,,-0.29,0.14,,-0.14,2026-08-13,0,00-04
btc-updown-5m-1786552500,2026-08-12 16:35:00+00:00,2026-08-12 16:25:50.803000+00:00,549.197,single,True,False,2026-08-12T16:39:40.121Z,,-0.29,0.29,,-0.29,2026-08-13,0,00-04
btc-updown-5m-1786552800,2026-08-12 16:40:00+00:00,2026-08-12 16:33:03.583000+00:00,416.417,single,True,False,2026-08-12T16:41:41.831Z,,-0.29,0.29,,-0.29,2026-08-13,0,00-04
btc-updown-5m-1786553100,2026-08-12 16:45:00+00:00,2026-08-12 16:38:20.283000+00:00,399.717,single,True,False,2026-08-12T16:45:43.471Z,,-0.29,0.19,,-0.19,2026-08-13,0,00-04
btc-updown-5m-1786553400,2026-08-12 16:50:00+00:00,2026-08-12 16:41:14.552000+00:00,525.448,none,False,False,,,0.0,,,0.0,2026-08-13,0,00-04
btc-updown-5m-1786553700,2026-08-12 16:55:00+00:00,2026-08-12 16:45:29.009000+00:00,570.991,single,False,True,,2026-08-12T16:55:53.016Z,-0.29,,0.27,-0.27,2026-08-13,0,00-04
btc-updown-5m-1786554000,2026-08-12 17:00:00+00:00,2026-08-12 16:55:14.623000+00:00,285.377,none,False,False,,,0.0,,,0.0,2026-08-13,0,00-04
btc-updown-5m-1786554300,2026-08-12 17:05:00+00:00,2026-08-12 16:55:14.671000+00:00,585.329,single,True,False,2026-08-12T17:08:35.347Z,,-0.29,0.19,,-0.19,2026-08-13,1,00-04
btc-updown-5m-1786554600,2026-08-12 17:10:00+00:00,2026-08-12 17:02:07.524000+00:00,472.476,single,True,False,2026-08-12T17:11:32.449Z,,-0.29,0.29,,-0.29,2026-08-13,1,00-04
btc-updown-5m-1786554900,2026-08-12 17:15:00+00:00,2026-08-12 17:05:13.034000+00:00,586.966,single,False,True,,2026-08-12T17:18:27.308Z,-0.29,,0.15,-0.15,2026-08-13,1,00-04
btc-updown-5m-1786555200,2026-08-12 17:20:00+00:00,2026-08-12 17:12:26.734000+00:00,453.266,single,True,False,2026-08-12T17:21:20.253Z,,-0.29,0.11,,-0.11,2026-08-13,1,00-04
btc-updown-5m-1786555500,2026-08-12 17:25:00+00:00,2026-08-12 17:15:22.546000+00:00,577.454,none,False,False,,,0.0,,,0.0,2026-08-13,1,00-04
btc-updown-5m-1786555800,2026-08-12 17:30:00+00:00,2026-08-12 17:22:13.259000+00:00,466.741,paired,True,True,2026-08-12T17:31:28.876Z,2026-08-12T17:32:21.354Z,0.42,0.23,0.29,0.48000000000000004,2026-08-13,1,00-04
btc-updown-5m-1786556100,2026-08-12 17:35:00+00:00,2026-08-12 17:30:33.325000+00:00,266.675,none,False,False,,,0.0,,,0.0,2026-08-13,1,00-04
btc-updown-5m-1786556400,2026-08-12 17:40:00+00:00,2026-08-12 17:30:33.764000+00:00,566.236,single,False,True,,2026-08-12T17:41:22.818Z,-0.29,,0.23,-0.23,2026-08-13,1,00-04
btc-updown-5m-1786556700,2026-08-12 17:45:00+00:00,2026-08-12 17:39:29.756000+00:00,330.244,single,True,False,2026-08-12T17:47:36.405Z,,-0.29,0.29,,-0.29,2026-08-13,1,00-04
btc-updown-5m-1786557000,2026-08-12 17:50:00+00:00,2026-08-12 17:40:15.552000+00:00,584.448,single,False,True,,2026-08-12T17:50:15.858Z,-0.29,,0.29,-0.29,2026-08-13,1,00-04
btc-updown-5m-1786557300,2026-08-12 17:55:00+00:00,2026-08-12 17:45:25.891000+00:00,574.109,single,True,False,2026-08-12T17:59:25.153Z,,-0.29,0.05,,-0.05,2026-08-13,1,00-04
btc-updown-5m-1786557600,2026-08-12 18:00:00+00:00,2026-08-12 17:51:23.468000+00:00,516.532,single,True,False,2026-08-12T18:03:06.955Z,,-0.29,0.04,,-0.04,2026-08-13,1,00-04
btc-updown-5m-1786557900,2026-08-12 18:05:00+00:00,2026-08-12 17:58:36.417000+00:00,383.583,none,False,False,,,0.0,,,0.0,2026-08-13,2,00-04
btc-updown-5m-1786558200,2026-08-12 18:10:00+00:00,2026-08-12 18:02:38.790000+00:00,441.21,single,False,True,,2026-08-12T18:12:30.089Z,-0.29,,0.08,-0.08,2026-08-13,2,00-04
btc-updown-5m-1786558500,2026-08-12 18:15:00+00:00,2026-08-12 18:05:29.538000+00:00,570.462,single,True,False,2026-08-12T18:19:32.551Z,,-0.29,0.27,,-0.27,2026-08-13,2,00-04
btc-updown-5m-1786558800,2026-08-12 18:20:00+00:00,2026-08-12 18:10:14.970000+00:00,585.03,single,True,False,2026-08-12T18:21:59.568Z,,-0.29,0.27,,-0.27,2026-08-13,2,00-04
btc-updown-5m-1786559100,2026-08-12 18:25:00+00:00,2026-08-12 18:20:01.518000+00:00,298.482,single,False,True,,2026-08-12T18:26:38.332Z,-0.29,,0.29,-0.29,2026-08-13,2,00-04
btc-updown-5m-1786559400,2026-08-12 18:30:00+00:00,2026-08-12 18:20:12.804000+00:00,587.196,none,False,False,,,0.0,,,0.0,2026-08-13,2,00-04
btc-updown-5m-1786559700,2026-08-12 18:35:00+00:00,2026-08-12 18:26:06.678000+00:00,533.322,single,True,False,2026-08-12T18:37:06.844Z,,-0.29,0.13,,-0.13,2026-08-13,2,00-04
btc-updown-5m-1786560000,2026-08-12 18:40:00+00:00,2026-08-12 18:35:17.225000+00:00,282.775,none,False,False,,,0.0,,,0.0,2026-08-13,2,00-04
btc-updown-5m-1786560300,2026-08-12 18:45:00+00:00,2026-08-12 18:35:17.689000+00:00,582.311,single,True,False,2026-08-12T18:48:07.806Z,,-0.29,0.19,,-0.19,2026-08-13,2,00-04
